held_out_load,label,feature,n_train_files,n_test_files,train_class_mean,test_class_mean,train_overall_sd,standardized_shift
0,N,psd_4000_8000,3,1,0.2928271102745809,0.6233801000728489,0.07951385444801196,4.1571747727861865
0,N,order_0.5_2,3,1,0.019692362517633056,0.017543789841084678,0.11354927384893322,-0.018921941142546226
0,N,order_2_4,3,1,0.043151707874997274,0.08125972753480819,0.12284824700003047,0.31020401666620007
0,N,order_4_8,3,1,0.05986023782101441,0.1705067714434379,0.056763435032095626,1.949257185719308
0,N,order_8_16,3,1,0.05056284233524418,0.059753072308448875,0.0633130856442545,0.14515530051469985
0,B,amp_rms,9,3,0.2012673170612183,0.21220359057139118,0.26410802629053054,0.04140833455073602
0,B,amp_peak,9,3,1.51661375825451,1.0740133344066198,1.7274141124364668,-0.2562213777584666
0,B,shape_skew,9,3,0.06580834339407271,-0.011397824040577443,0.12793577373104106,-0.603475987857473
0,B,shape_kurtosis,9,3,9.132408251134175,5.381926324790636,6.442401418772115,-0.582155889171271
0,B,shape_crest,9,3,7.2319858367894305,5.510393121606584,2.1932863935480365,-0.7849374893526146
0,B,zcr,9,3,0.16705179294448658,0.1724377476071305,0.030203081173879737,0.17832467593742712
0,B,psd_centroid,9,3,2632.0024004457473,2725.5446837428135,262.10436269161244,0.3568894555453336
0,B,psd_bandwidth,9,3,758.6758802777825,706.9415491117607,621.3381586011884,-0.08326276191130898
0,B,psd_entropy,9,3,0.6114209284821498,0.6167127280117038,0.05614009187206767,0.09426061399423843
0,B,psd_peak_ratio,9,3,0.056952324482762356,0.05870446829154807,0.03962919046190502,0.04421346457909675
0,B,env_rms,9,3,1.7387862975415134,1.583865090642825,0.8195308606560924,-0.18903645284896642
0,B,env_kurtosis,9,3,14.347120908313693,7.542040289805591,7.091372002716374,-0.9596282095906679
0,B,env_entropy,9,3,0.604330596516792,0.621410261973518,0.1078005193783186,0.15843769172193026
0,B,env_peak_ratio,9,3,0.07550831767809206,0.06413779078065461,0.062241585023604,-0.18268376187922242
0,B,psd_0_500,9,3,0.041615632983664955,0.022229486639911422,0.05586552782594746,-0.3470144666698985
0,B,env_0_500,9,3,0.7272816052775618,0.7108722415348572,0.1929316213044026,-0.08505274372216233
0,B,psd_500_1000,9,3,0.02939560197491323,0.03560574619114112,0.031138930462104912,0.19943344630238458
0,B,env_500_1000,9,3,0.10640826910030793,0.1268560130924998,0.06741033830609985,0.3033324636251171
0,B,psd_1000_2000,9,3,0.04424564431080304,0.044157284177892164,0.045654645811810196,-0.0019354028782765176
0,B,env_1000_2000,9,3,0.07470218295632917,0.08270852630153946,0.06429935765641501,0.12451669249936145
0,B,env_2000_4000,9,3,0.0824267297214179,0.07447017933816162,0.07217889611129387,-0.1102337499175374
0,B,psd_4000_8000,9,3,0.004490528912764597,0.01085808670527857,0.07951385444801196,0.08008111085442642
0,B,order_0.5_2,9,3,0.16911247842030092,0.13112695584210865,0.11354927384893322,-0.3345289783951281
0,B,order_2_4,9,3,0.15341090675664,0.11759728560311805,0.12284824700003047,-0.2915273276428035
0,B,order_4_8,9,3,0.20134808751405842,0.23855217965747189,0.056763435032095626,0.6554235507836558
0,B,order_8_16,9,3,0.17865113552147885,0.2049137262687879,0.0633130856442545,0.41480509882070976
0,IR,amp_rms,9,3,0.37651290374368285,0.44762369721758705,0.26410802629053054,0.2692488921017462
0,IR,amp_peak,9,3,2.1881188830858687,2.4557889398434747,1.7274141124364668,0.15495419125647023
0,IR,shape_skew,9,3,0.015046405820677665,-0.041858045536063045,0.12793577373104106,-0.444789207093637
0,IR,shape_kurtosis,9,3,9.606673163838796,7.13329774596824,6.442401418772115,-0.38392134502260916
0,IR,shape_crest,9,3,6.421116971656997,5.981811870455729,2.1932863935480365,-0.2002953661197946
0,IR,zcr,9,3,0.16881126293321858,0.17532764799748865,0.030203081173879737,0.21575232761038907
0,IR,psd_centroid,9,3,2715.179372661003,2716.0976983866312,262.10436269161244,0.0035036644037423044
0,IR,psd_bandwidth,9,3,713.9207554949102,760.7365471470858,621.3381586011884,0.07534671901943306
0,IR,psd_entropy,9,3,0.5822861371111672,0.6402879180586265,0.05614009187206767,1.0331614896469015
0,IR,psd_peak_ratio,9,3,0.10599562391758534,0.047932933334536555,0.03962919046190502,-1.4651495502756642
0,IR,env_rms,9,3,2.051000617432013,1.8953997181850035,0.8195308606560924,-0.18986582045542463
0,IR,env_kurtosis,9,3,10.07962855525364,8.13010904110286,7.091372002716374,-0.2749142921008811
0,IR,env_entropy,9,3,0.5192487457135493,0.5677669113217195,0.1078005193783186,0.45007357931086617
0,IR,env_peak_ratio,9,3,0.14830210607827465,0.1261909105958771,0.062241585023604,-0.3552479499680526
0,IR,psd_0_500,9,3,0.006734015192159567,0.013194341361800898,0.05586552782594746,0.11564065392470435
0,IR,env_0_500,9,3,0.7896381641143306,0.7256219808663893,0.1929316213044026,-0.33180762601345803
0,IR,psd_500_1000,9,3,0.025368150059713438,0.03246731374827661,0.031138930462104912,0.22798354289022965
0,IR,env_500_1000,9,3,0.0555377798539152,0.09418467607236482,0.06741033830609985,0.5733081481205461
0,IR,psd_1000_2000,9,3,0.07477202784040286,0.0644173949203668,0.045654645811810196,-0.22680348814265622
0,IR,env_1000_2000,9,3,0.10356088756338955,0.11633670937880213,0.06429935765641501,0.19869283739474436
0,IR,env_2000_4000,9,3,0.03886333185031439,0.05747129662316113,0.07217889611129387,0.25780339926721524
0,IR,psd_4000_8000,9,3,0.05319685231648589,0.0632015312318529,0.07951385444801196,0.12582309064023944
0,IR,order_0.5_2,9,3,0.17168179050676918,0.10072145445794634,0.11354927384893322,-0.6249298973345174
0,IR,order_2_4,9,3,0.2224347296142867,0.16449834199426655,0.12284824700003047,-0.47160939642879707
0,IR,order_4_8,9,3,0.22747038003060727,0.30443881664756894,0.056763435032095626,1.3559510021449825
0,IR,order_8_16,9,3,0.15102719726244138,0.14507143701273428,0.0633130856442545,-0.09406839343088567
0,OR,amp_rms,21,7,0.5255186375548044,0.5251447460269931,0.26410802629053054,-0.0014156765057946874
0,OR,amp_peak,21,7,3.508471918029843,3.4954122032745985,1.7274141124364668,-0.007560268647350654
0,OR,shape_skew,21,7,0.001115014693621616,-0.0204531674985411,0.12793577373104106,-0.16858601439739154
0,OR,shape_kurtosis,21,7,10.739773228133055,10.562431111635126,6.442401418772115,-0.027527331032366712
0,OR,shape_crest,21,7,6.64184346667718,6.516808059095628,2.1932863935480365,-0.05700824477339904
0,OR,zcr,21,7,0.1758422223800098,0.17568934835526506,0.030203081173879737,-0.005061537392977641
0,OR,psd_centroid,21,7,2824.5451173531983,2815.4878179840566,262.10436269161244,-0.034556080166427215
0,OR,psd_bandwidth,21,7,595.6085521241896,589.1952943072907,621.3381586011884,-0.010321686714585433
0,OR,psd_entropy,21,7,0.5988615846411184,0.6010328331392614,0.05614009187206767,0.0386755423039
0,OR,psd_peak_ratio,21,7,0.06147402395752742,0.06342636538458907,0.03962919046190502,0.049265236163186434
0,OR,env_rms,21,7,2.5450977058187085,2.6627281546198676,0.8195308606560924,0.1435338856025355
0,OR,env_kurtosis,21,7,10.43538800559606,9.967418867231826,7.091372002716374,-0.0659913396427344
0,OR,env_entropy,21,7,0.515513617288147,0.5228068212776324,0.1078005193783186,0.06765462756158348
0,OR,env_peak_ratio,21,7,0.15116194095955018,0.16286280959344976,0.062241585023604,0.18799117389864398
0,OR,psd_0_500,21,7,0.009691314891679051,0.009558478379214206,0.05586552782594746,-0.002377790341097395
0,OR,env_0_500,21,7,0.7812043356465497,0.7543439655975251,0.1929316213044026,-0.13922222737476983
0,OR,psd_500_1000,21,7,0.024461744799810257,0.02559761677426012,0.031138930462104912,0.036477552619611796
0,OR,env_500_1000,21,7,0.13800297047769444,0.14879613592958219,0.06741033830609985,0.16011142686864527
0,OR,psd_1000_2000,21,7,0.030891075124569907,0.030408663179056723,0.045654645811810196,-0.010566546666503559
0,OR,env_1000_2000,21,7,0.041328307318261356,0.05345263249020494,0.06429935765641501,0.1885605955308321
0,OR,env_2000_4000,21,7,0.03605481748026914,0.04050342389078753,0.07217889611129387,0.06163306243502268
0,OR,psd_4000_8000,21,7,0.004566871545402737,0.008499577511610193,0.07951385444801196,0.049459380299300575
0,OR,order_0.5_2,21,7,0.19214262873575824,0.17417807729630788,0.11354927384893322,-0.15820930271514136
0,OR,order_2_4,21,7,0.30203132161308616,0.29220424489901825,0.12284824700003047,-0.07999362590876424
0,OR,order_4_8,21,7,0.16380848798510877,0.1796660452745449,0.056763435032095626,0.2793621858943144
0,OR,order_8_16,21,7,0.09961585199780425,0.09246061940734711,0.0633130856442545,-0.11301348714326101
1,N,amp_rms,3,1,0.06681919280302269,0.06521753028727219,0.27379618390661875,-0.00584983505941327
1,N,amp_peak,3,1,0.2621423674315638,0.2566385383352612,1.7847637732228623,-0.0030837857529817693
1,N,shape_skew,3,1,-0.1115300976990945,-0.16987594944287757,0.12209556534906087,-0.4778703598036278
1,N,shape_kurtosis,3,1,2.8768227277446754,2.9265483599161652,6.50591239725573,0.007643145055636577
1,N,shape_crest,3,1,3.9515500409894813,3.9677434011783146,2.1799824701993233,0.007428206607254375
1,N,zcr,3,1,0.27593078642947405,0.24944963274939466,0.02994445369230569,-0.8843425213960004
1,N,psd_centroid,3,1,3565.4841799017377,3134.824955200259,273.50334807501713,-1.5746031181430236
1,N,psd_bandwidth,3,1,2625.577595070341,2685.6145176837326,570.5017617735824,0.10523529748049888
1,N,psd_entropy,3,1,0.6021887793684085,0.6096438686501597,0.05720318301533538,0.1303264764087096
1,N,psd_peak_ratio,3,1,0.1624932318094889,0.11282928646715942,0.045196031352821596,-1.0988563344119584
1,N,env_rms,3,1,1.3942624884869022,1.4089728973682072,0.859174173338732,0.017121567823833332
1,N,env_kurtosis,3,1,3.048823512690458,3.1538366044748356,7.012699114799544,0.01497470375746746
1,N,env_entropy,3,1,0.8006084920200015,0.80039339592187,0.10478121438862897,-0.00205281165509064
1,N,env_peak_ratio,3,1,0.056935258044064886,0.03549672237693759,0.06470761396024947,-0.3313139575861537
1,N,psd_0_500,3,1,0.15349301847253627,0.2506925493348687,0.042780677538714035,2.2720428112521702
1,N,env_0_500,3,1,0.21488694949437667,0.2189363948582853,0.18383745344260996,0.022027314282683896
1,N,psd_500_1000,3,1,0.12471735049326171,0.11982314422466298,0.03030464157087772,-0.16150021960008903
1,N,env_500_1000,3,1,0.05689684988035503,0.06233882137076425,0.06526415635989148,0.08338377133690518
1,N,psd_1000_2000,3,1,0.06706223113191352,0.054839975650534854,0.04542753734923342,-0.2690494839598633
1,N,env_1000_2000,3,1,0.09810892485283672,0.0836441187757336,0.06611589246400097,-0.21877956324916834
1,N,env_2000_4000,3,1,0.2984514895293849,0.32526891341336245,0.07441411969035765,0.3603808523915453
1,N,psd_4000_8000,3,1,0.3871936837520121,0.3402803796405554,0.11194521422284855,-0.41907378030530795
1,N,order_0.5_2,3,1,0.018320071163140512,0.021660663904562318,0.11189721976516015,0.0298541174520041
1,N,order_2_4,3,1,0.052312438185783385,0.05377753660244982,0.1230977390781256,0.011901911664978603
1,N,order_4_8,3,1,0.08591553052079921,0.09234089334408352,0.06158847187084915,0.1043273623797368
1,N,order_8_16,3,1,0.05446299278932935,0.048052620946193385,0.06147743979704335,-0.10427193884941607
1,B,amp_rms,9,3,0.21440702604663675,0.1727844636151358,0.27379618390661875,-0.15202024307868656
1,B,amp_peak,9,3,1.4896949103273989,1.1547698781879525,1.7847637732228623,-0.18765790586092565
1,B,shape_skew,9,3,0.052650644567772124,0.028075272438324302,0.12209556534906087,-0.2012798094606378
1,B,shape_kurtosis,9,3,8.542478075580947,7.15171685145032,6.50591239725573,-0.2137688212213349
1,B,shape_crest,9,3,6.88692545997429,6.545574252052006,2.1799824701993233,-0.15658438202536248
1,B,zcr,9,3,0.16845810940299125,0.16821879823161637,0.02994445369230569,-0.007991836279062596
1,B,psd_centroid,9,3,2654.4456687139127,2658.2148789383186,273.50334807501713,0.013781221513135176
1,B,psd_bandwidth,9,3,746.2558895612049,744.2015212614934,570.5017617735824,-0.0036009850229467896
1,B,psd_entropy,9,3,0.6140200952869849,0.608915227597199,0.05720318301533538,-0.08924097262939658
1,B,psd_peak_ratio,9,3,0.05696596785526277,0.05866353817404684,0.045196031352821596,0.037560163314606855
1,B,env_rms,9,3,1.7178012157074036,1.6468203361451546,0.859174173338732,-0.0826152388710882
1,B,env_kurtosis,9,3,13.03213437683113,11.486999884253285,7.012699114799544,-0.22033377837600457
1,B,env_entropy,9,3,0.6107347153030332,0.6021979056147944,0.10478121438862897,-0.0814727118601263
1,B,env_peak_ratio,9,3,0.07085686617252157,0.07809214529736604,0.06470761396024947,0.11181495780835264
1,B,psd_0_500,9,3,0.033042065005900075,0.04795019057320605,0.042780677538714035,0.3484780144918225
1,B,env_0_500,9,3,0.7180971085023955,0.7384257318603563,0.18383745344260996,0.11057933504451513
1,B,psd_500_1000,9,3,0.03193470623471015,0.027988433411750367,0.03030464157087772,-0.130220079116596
1,B,env_500_1000,9,3,0.11054791160166524,0.11443708558842784,0.06526415635989148,0.05959127036464253
1,B,psd_1000_2000,9,3,0.051022859323278213,0.023825639140466637,0.04542753734923342,-0.5986945753569564
1,B,env_1000_2000,9,3,0.08520367985366832,0.05120403560952203,0.06611589246400097,-0.5142431415057815
1,B,env_2000_4000,9,3,0.0778346818153066,0.08824632305649545,0.07441411969035765,0.13991486137996945
1,B,psd_4000_8000,9,3,0.00638446539773403,0.005176277250370266,0.11194521422284855,-0.010792673503296287
1,B,order_0.5_2,9,3,0.15502763545767262,0.1733814847299935,0.11189721976516015,0.16402417603261552
1,B,order_2_4,9,3,0.14546894440103925,0.14142317266992027,0.1230977390781256,-0.03286633663150606
1,B,order_4_8,9,3,0.20776477570341587,0.21930211508939945,0.06158847187084915,0.18732952832759603
1,B,order_8_16,9,3,0.18573822365336126,0.18365246187314066,0.06147743979704335,-0.03392727132272208
1,IR,amp_rms,9,3,0.3987755453471222,0.380835772407269,0.27379618390661875,-0.06552236296314386
1,IR,amp_peak,9,3,2.2351100790805343,2.314815351859479,1.7847637732228623,0.044658724014224015
1,IR,shape_skew,9,3,-0.003863453616410114,0.014871532775200301,0.12209556534906087,0.1534452650925419
1,IR,shape_kurtosis,9,3,8.623917945443953,10.081563401152767,6.50591239725573,0.22404935183628755
1,IR,shape_crest,9,3,6.211901099698611,6.609459486330883,2.1799824701993233,0.18236769885398293
1,IR,zcr,9,3,0.17032052195026004,0.17079987094636426,0.02994445369230569,0.01600793926747735
1,IR,psd_centroid,9,3,2731.542355168296,2667.0087508647507,273.50334807501713,-0.2359517891014811
1,IR,psd_bandwidth,9,3,746.3113160337683,663.5648655305114,570.5017617735824,-0.14504153369485456
1,IR,psd_entropy,9,3,0.5969811505755732,0.5962028776654086,0.05720318301533538,-0.013605412656075282
1,IR,psd_peak_ratio,9,3,0.09400313562060275,0.08391039822548434,0.045196031352821596,-0.22331025740578267
1,IR,env_rms,9,3,1.9832470070748027,2.0986605492566337,0.859174173338732,0.1343307861936032
1,IR,env_kurtosis,9,3,9.321526274714698,10.404415882719684,7.012699114799544,0.15441837590317614
1,IR,env_entropy,9,3,0.5342344001118041,0.5228099481269551,0.10478121438862897,-0.1090314905348986
1,IR,env_peak_ratio,9,3,0.14305340023381508,0.14193702812925588,0.06470761396024947,-0.017252561734775098
1,IR,psd_0_500,9,3,0.008360715380234023,0.00831424079757753,0.042780677538714035,-0.0010863451756797252
1,IR,env_0_500,9,3,0.7671962598364518,0.7929476937000263,0.18383745344260996,0.14007718982907646
1,IR,psd_500_1000,9,3,0.027962553073692734,0.02468410470633874,0.03030464157087772,-0.1081830438312965
1,IR,env_500_1000,9,3,0.06668993119818342,0.060728222039560166,0.06526415635989148,-0.09134737183681828
1,IR,psd_1000_2000,9,3,0.07498847626877042,0.06376804963526415,0.04542753734923342,-0.2469961456912568
1,IR,env_1000_2000,9,3,0.10818790456274711,0.10245565838072938,0.06611589246400097,-0.08669997436907995
1,IR,env_2000_4000,9,3,0.045296886931029706,0.038170631381015174,0.07441411969035765,-0.09576483037987117
1,IR,psd_4000_8000,9,3,0.06013776904212695,0.04237878105492976,0.11194521422284855,-0.1586399928794142
1,IR,order_0.5_2,9,3,0.15622330978288004,0.14709689662961375,0.11189721976516015,-0.08156067838343067
1,IR,order_2_4,9,3,0.20503803592588105,0.21668842305948358,0.1230977390781256,0.09464338842331181
1,IR,order_4_8,9,3,0.23906959821174878,0.26964116210414446,0.06158847187084915,0.49638451748736623
1,IR,order_8_16,9,3,0.1499971635870671,0.14816153803885698,0.06147743979704335,-0.02985852296826461
1,OR,amp_rms,21,7,0.5178762700657618,0.5480718484941208,0.27379618390661875,0.11028487686540442
1,OR,amp_peak,21,7,3.462613122960995,3.6329885884811426,1.7847637732228623,0.09546107337919002
1,OR,shape_skew,21,7,-0.005799804373542354,0.0002912897029508009,0.12209556534906087,0.0498879222933219
1,OR,shape_kurtosis,21,7,10.69551145685653,10.695216425464702,6.50591239725573,-4.534819619639233e-05
1,OR,shape_crest,21,7,6.636064905154849,6.534143743662624,2.1799824701993233,-0.04675320232410211
1,OR,zcr,21,7,0.17534482239184845,0.17718154831974903,0.02994445369230569,0.06133776714625871
1,OR,psd_centroid,21,7,2816.9362989149718,2838.3142732987353,273.50334807501713,0.07816348331465382
1,OR,psd_bandwidth,21,7,600.4435420293734,574.6903245917395,570.5017617735824,-0.045141346027700265
1,OR,psd_entropy,21,7,0.6024989218859131,0.5901208214048774,0.05720318301533538,-0.21638831667317038
1,OR,psd_peak_ratio,21,7,0.05970124055038112,0.06874471560602802,0.045196031352821596,0.20009445044077556
1,OR,env_rms,21,7,2.5567296540606392,2.6278323098940755,0.859174173338732,0.08275697529074094
1,OR,env_kurtosis,21,7,10.425138107784358,9.998168560666935,7.012699114799544,-0.060885194149617794
1,OR,env_entropy,21,7,0.5182941911108766,0.514465099809444,0.10478121438862897,-0.03654368126743287
1,OR,env_peak_ratio,21,7,0.15439353534698788,0.15316802643113672,0.06470761396024947,-0.018939176409811697
1,OR,psd_0_500,21,7,0.009510845146876093,0.01009988761362308,0.042780677538714035,0.013768890551439652
1,OR,env_0_500,21,7,0.7728906139615377,0.7792851306525614,0.18383745344260996,0.034783536060131424
1,OR,psd_500_1000,21,7,0.025441584743676467,0.02265809694266149,0.03030464157087772,-0.09185021358872844
1,OR,env_500_1000,21,7,0.13899360325583054,0.14582423759517393,0.06526415635989148,0.1046613443017123
1,OR,psd_1000_2000,21,7,0.03293549164579027,0.024275413615395623,0.04542753734923342,-0.19063498784489552
1,OR,env_1000_2000,21,7,0.04713114310408023,0.036044125132748295,0.06611589246400097,-0.1676906649542489
1,OR,env_2000_4000,21,7,0.037579600465750075,0.035929074934344704,0.07441411969035765,-0.022180273559283144
1,OR,psd_4000_8000,21,7,0.005727967898810195,0.005016288451387819,0.11194521422284855,-0.0063573905536117034
1,OR,order_0.5_2,21,7,0.18651363171156263,0.19106506836889467,0.11189721976516015,0.04067515410020185
1,OR,order_2_4,21,7,0.3014232903626387,0.29402833865036054,0.1230977390781256,-0.06007382237609466
1,OR,order_4_8,21,7,0.16426801979802286,0.17828744983580255,0.06158847187084915,0.22763074991011956
1,OR,order_8_16,21,7,0.09828947785425675,0.09643974183798962,0.06147743979704335,-0.03008804566965866
2,N,amp_rms,3,1,0.06753238565549978,0.06307795172984088,0.2751700277100782,-0.016187932830940943
2,N,amp_peak,3,1,0.2603131331108882,0.26212624129728795,1.8199668512143676,0.0009962314342098844
2,N,shape_skew,3,1,-0.1116144532826951,-0.16962288269207573,0.1184371517275817,-0.4897823745610356
2,N,shape_kurtosis,3,1,2.8795419603200556,2.9183906621900264,6.312751141118689,0.006154004965747214
2,N,shape_crest,3,1,3.880601978475395,4.180587588720576,2.0257058688689438,0.14808942149764265
2,N,zcr,3,1,0.2645626338051413,0.2835540906223931,0.027507958390315203,0.6903986311080873
2,N,psd_centroid,3,1,3427.145419886749,3549.841235245224,254.79965561156777,0.48153838773440155
2,N,psd_bandwidth,3,1,2537.7643327316478,2949.054304699811,546.5851351556236,0.7524719307470021
2,N,psd_entropy,3,1,0.5987648300169478,0.6199157167045422,0.05636610916070338,0.3752412043785357
2,N,psd_peak_ratio,3,1,0.15709080973256062,0.12903655269794428,0.040680338453780114,-0.689626932836137
2,N,env_rms,3,1,1.3962982812623004,1.4028655190420132,0.9030953355637645,0.007271920827288014
2,N,env_kurtosis,3,1,3.05804247627569,3.1261797137191407,6.184653301054804,0.011017147465942814
2,N,env_entropy,3,1,0.7926980672186112,0.824124670326041,0.10307863916323035,0.3048798796971318
2,N,env_peak_ratio,3,1,0.055680525409903835,0.039260920279420734,0.06553529800867973,-0.25054597490818503
2,N,psd_0_500,3,1,0.1681258960599654,0.20679391657258134,0.04774313443715549,0.8099179278544194
2,N,env_0_500,3,1,0.2339726058954945,0.1616794256549318,0.1786695432993566,-0.40461949421025384
2,N,psd_500_1000,3,1,0.12272718683953343,0.12579363518584782,0.029768530040099047,0.10300973350661928
2,N,env_500_1000,3,1,0.058568609773796736,0.057323541690439135,0.06769078404122927,-0.018393465240397443
2,N,psd_1000_2000,3,1,0.06394070771224399,0.06420454590954346,0.045361730407878956,0.0058163168584425134
2,N,env_1000_2000,3,1,0.09593816573946203,0.09015639611585766,0.06429415942909399,-0.08992682500158854
2,N,env_2000_4000,3,1,0.3143913245514079,0.27744940834729337,0.07792645683907547,-0.4740612842234392
2,N,psd_4000_8000,3,1,0.4057242424234116,0.2846887036263567,0.11517440040517443,-1.0508892459718606
2,N,order_0.5_2,3,1,0.019642780190881087,0.017692536821340595,0.10951118848977963,-0.01780862208177481
2,N,order_2_4,3,1,0.057177369417389934,0.03918274290763018,0.12334955155002596,-0.14588319360416813
2,N,order_4_8,3,1,0.10053097609165912,0.04849455663150383,0.061731699707571204,-0.842944867979606
2,N,order_8_16,3,1,0.05321082049994768,0.051809137814338393,0.06173474008024038,-0.02270492568345528
2,B,amp_rms,9,3,0.20341337711526844,0.2057654104092408,0.2751700277100782,0.008547563532066343
2,B,amp_peak,9,3,1.312915040663488,1.685109487179686,1.8199668512143676,0.2045061679380876
2,B,shape_skew,9,3,0.03705507528193078,0.07486198029584835,0.1184371517275817,0.3192149124024661
2,B,shape_kurtosis,9,3,7.227150355061994,11.097700013007179,6.312751141118689,0.6131319881650334
2,B,shape_crest,9,3,6.44937192821526,7.858234847329097,2.0257058688689438,0.6954923420844299
2,B,zcr,9,3,0.16855790313032573,0.16791941704961297,0.027507958390315203,-0.023210958503469197
2,B,psd_centroid,9,3,2658.8853546773144,2644.8958210481123,254.79965561156777,-0.054904052345064853
2,B,psd_bandwidth,9,3,745.334012061318,746.9671537611538,546.5851351556236,0.002987899953354467
2,B,psd_entropy,9,3,0.6133779217422637,0.6108417482313621,0.05636610916070338,-0.04499465279164181
2,B,psd_peak_ratio,9,3,0.057993594657316,0.05558065776788713,0.040680338453780114,-0.059314572620146416
2,B,env_rms,9,3,1.6709225506862662,1.7874563312085676,0.9030953355637645,0.12903818227513522
2,B,env_kurtosis,9,3,11.134514174234223,17.179860492044003,6.184653301054804,0.9774753771207734
2,B,env_entropy,9,3,0.6132210903264687,0.5947387805444886,0.10307863916323035,-0.17930300527844933
2,B,env_peak_ratio,9,3,0.07104407705860928,0.07753051263910292,0.06553529800867973,0.09897621247765671
2,B,psd_0_500,9,3,0.03463256387067964,0.04317869397886736,0.04774313443715549,0.17900228397104995
2,B,env_0_500,9,3,0.7142128506573152,0.7500785053955971,0.1786695432993566,0.20073737289510943
2,B,psd_500_1000,9,3,0.03175818284086709,0.02851800359327954,0.029768530040099047,-0.10884579262808525
2,B,env_500_1000,9,3,0.11514901723337306,0.10063376869330436,0.06769078404122927,-0.214434634576366
2,B,psd_1000_2000,9,3,0.04784973692719664,0.033345006328711346,0.045361730407878956,-0.31975699489554626
2,B,env_1000_2000,9,3,0.08163335315245321,0.06191501571316738,0.06429415942909399,-0.30668940405126455
2,B,env_2000_4000,9,3,0.08118422900465044,0.07819768148846398,0.07792645683907547,-0.03832520606389081
2,B,psd_4000_8000,9,3,0.006597753218461662,0.004536413788187372,0.11517440040517443,-0.017897548613430257
2,B,order_0.5_2,9,3,0.15696883158827168,0.16755789633819637,0.10951118848977963,0.09669390768152365
2,B,order_2_4,9,3,0.1383794350727955,0.16269170065465152,0.12334955155002596,0.1971005591536009
2,B,order_4_8,9,3,0.21245812483667537,0.20522206768962092,0.061731699707571204,-0.1172178504938681
2,B,order_8_16,9,3,0.18410915402389508,0.18853967076153919,0.06173474008024038,0.07176699427073795
2,IR,amp_rms,9,3,0.38274171582485383,0.4289372609740741,0.2751700277100782,0.16788000326071967
2,IR,amp_peak,9,3,2.2043805631955182,2.407003899514527,1.8199668512143676,0.11133353125844507
2,IR,shape_skew,9,3,-0.0083740433012878,0.028403301829833357,0.1184371517275817,0.3105220329488592
2,IR,shape_kurtosis,9,3,8.51765372773968,10.400356054265588,6.312751141118689,0.2982380081899242
2,IR,shape_crest,9,3,6.219913676064931,6.5854217572319245,2.0257058688689438,0.18043492235675623
2,IR,zcr,9,3,0.17115326669437636,0.16830163671401535,0.027507958390315203,-0.10366563522813055
2,IR,psd_centroid,9,3,2734.806007327624,2657.2177943867687,254.79965561156777,-0.30450674179534737
2,IR,psd_bandwidth,9,3,745.4580087148041,666.1247874874036,546.5851351556236,-0.14514339326994824
2,IR,psd_entropy,9,3,0.6024296918121282,0.5798572539557433,0.05636610916070338,-0.4004611670468419
