file_id,file_path,domain,branch,label,sampling_rate,rpm,signal_length,finite_fraction,zero_fraction,mean,std,rms,max_abs,peak_tie_fraction,sha256,exact_duplicate_count,robust_z_log_rms,robust_z_log_peak,robust_z_length,quality_status
OR014@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,12k_DE,OR,12000,1796.0,96000,1.0,0.0,0.0001819870235729244,0.09959375552847803,0.0995939218001932,0.47468469551385223,1.0416666666666666e-05,8ee9c997062047f89eb6f4c69a61d95f921b763e9766a90ee14e3f25f4ed4b4b,1,-0.9088728323344785,-2.7775341711504873,0.0,ok
OR014@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,12k_DE,OR,12000,1772.0,96000,1.0,0.0,-6.555733940426238e-05,0.09378749139290705,0.09378751430515346,0.40474331711111083,1.0416666666666666e-05,670f5b33192de9b96c81fcce6ae7e3a825b4c45f56aecba3d233bacdf6114f87,1,-0.9325142925765663,-2.9073856178445423,0.0,ok
OR014@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,12k_DE,OR,12000,1749.0,96000,1.0,0.0,4.101563590589568e-05,0.0965646740551323,0.0965646827657831,0.4741969907631514,1.0416666666666666e-05,196cd6543882db8197e670a3de34ddba250b72abcc9dead21d1b4a66bdf242e6,1,-0.921191111832092,-2.7784181320162946,0.0,ok
OR014@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,12k_DE,OR,12000,1723.0,96000,1.0,0.0,-6.884442733658336e-05,0.09486613229770362,0.09486615727792803,0.6677062242551808,3.125e-05,e82c3ac8dc0ba11668442eaf63cc6cde80d95fa47fa5efbca40e4fc703e868d7,1,-0.9281129959009733,-2.448814241834519,0.0,ok
OR021@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,12k_DE,OR,12000,1796.0,96000,1.0,0.0,6.814887086873995e-05,0.5858758218012471,0.5858758257647735,6.648205816619745,1.0416666666666666e-05,2f9496ba9e4b5794214b0dbdd69d4f1695751f15fad5b7f3ce0c07a67570cb1e,1,0.7262989698139503,1.621327708699997,0.0,ok
OR021@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,12k_DE,OR,12000,1771.0,96000,1.0,0.0,9.151649240861742e-05,0.5698742043891287,0.569874211737477,6.203644784052081,1.0416666666666666e-05,bc5db436e12005cecac8d5e7ad6cfdd5b99133983a15d0762281dd78a689ab79,1,0.6810149624905912,1.4612930767711643,0.0,ok
OR021@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,12k_DE,OR,12000,1748.0,96000,1.0,0.0,4.523413290269229e-06,0.5652934469726307,0.5652934469907286,6.656715869724393,2.0833333333333333e-05,f7f6b92877e0bc2238a4fd69604eb674cec81362b4cc643715c251b354bdee83,1,0.6679665564625993,1.6242996114933776,0.0,ok
OR021@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,12k_DE,OR,12000,1721.0,96000,1.0,0.0,-8.781084111170194e-05,0.5445676120601235,0.5445676191398172,6.656892902900743,2.0833333333333333e-05,1bc039781336e9409fe6dedc16996d117a999c69b44243e7ae44e974a406a316,1,0.6084473318754111,1.6243614004000828,0.0,ok
OR007@12_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,12k_DE,OR,12000,1797.0,96000,1.0,0.0,-0.0006501753322089162,0.23793204934973686,0.23793293768566012,1.7738020870250732,1.0416666666666666e-05,3f5d5215c052ae9f02af44768b898332c1d0eeebcd6693b8acf772ae2b734666,1,-0.37972646992334724,-1.0891717343494023,0.0,ok
OR007@12_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,12k_DE,OR,12000,1773.0,96000,1.0,0.0,-1.3519893613126305e-05,0.23450181947580437,0.2345018198655402,2.0440201052350133,1.0416666666666666e-05,fca1ac7d7cbac403d6448ea553ff63ddd4b193e079088d6e2661a97e1c69eb0c,1,-0.39211988528442987,-0.8407441313703025,0.0,ok
OR007@12_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,12k_DE,OR,12000,1750.0,96000,1.0,0.0,-6.680378320696531e-05,0.2708283287034643,0.27082833694253106,2.309110012057076,1.0416666666666666e-05,65ccea4fe7589954b88bf20c0ebb193f3643236c5269a9818246b0db01a21c13,1,-0.2626200643409952,-0.6175971212486403,0.0,ok
OR007@12_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,12k_DE,OR,12000,1724.0,96000,1.0,0.0,8.553089677182642e-05,0.25568657641435166,0.2556865907200188,1.9109413916772469,1.0416666666666666e-05,9cb2fb214bcd4ce8fd9543152b371e9f091e26a3745266011044bbb2001d1857,1,-0.3161429141735062,-0.9602076620980556,0.0,ok
OR021@12_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,12k_DE,OR,12000,1796.0,96000,1.0,0.0,0.0034013899704348274,0.3836949417415234,0.38371001781522723,4.6667771682149874,1.0416666666666666e-05,d893051527db873ccfc42d937f5393f16f0f4e688ac63624b71c92f391acc7f2,1,0.11737362204236902,0.8200035732524765,0.0,ok
OR021@12_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,12k_DE,OR,12000,1771.0,96000,1.0,0.0,5.310107076904602e-07,0.35151005972054306,0.3515100597209441,4.277487779746569,1.0416666666666666e-05,7c4fc700694e7f6e828cade73491769f6f11a0b478bf223bc23b25798a0600e3,1,0.012234818640968573,0.6298070269222866,0.0,ok
OR021@12_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,12k_DE,OR,12000,1746.0,96000,1.0,0.0,0.00015303086615010278,0.3441240570524668,0.3441240910786332,4.1047674237512135,1.0416666666666666e-05,85b70ee448f7d6a76cc169b4ca8b149afbc071a0e1a4be254adaf0949d69e740,1,-0.012234818640968821,0.5408817366724857,0.0,ok
OR021@12_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,12k_DE,OR,12000,1718.0,96000,1.0,0.0,-5.690335575774408e-05,0.3124935043853832,0.3124935095662779,3.679056336399108,1.0416666666666666e-05,0297b5fa7616f115a3eba61c50fbfbe28b3daa57ca09248d0a80a68d1399a56f,1,-0.11857039494569324,0.3081722751219858,0.0,ok
OR007@3_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,12k_DE,OR,12000,1797.0,96000,1.0,0.0,-1.0175912998783659e-06,0.7696560523606036,0.7696560523612762,3.341814643117491,1.0416666666666666e-05,850ec55171cb1a8bb0fef77134a62925cd35b3d7bef50aaa85237e8203a68d37,1,1.2159110926337335,0.10826498411444758,0.0,ok
OR007@3_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,12k_DE,OR,12000,1774.0,96000,1.0,0.0,-6.015784709715862e-05,0.8489717355162196,0.8489717376476019,3.467330632997256,1.0416666666666666e-05,6fd247afcdb388e8ae382f781d8c8d951b633e1240ee114a63653f9f06c9235e,1,1.411689443485242,0.18442518350715123,0.0,ok
OR007@3_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,12k_DE,OR,12000,1751.0,96000,1.0,0.0,-0.00017225416797749638,0.8530029512998132,0.8530029686921903,3.631213589342917,1.0416666666666666e-05,5f471145f251eb8cb90c1197097dbe2f8d499fab3b86d41b0582f9f53991ee42,1,1.42141432569299,0.2807065508699397,0.0,ok
OR007@3_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,12k_DE,OR,12000,1725.0,96000,1.0,0.0,0.00011924026305178263,0.7961874477124665,0.7961874566414193,3.612380847225169,1.0416666666666666e-05,64e343d23d17be81380798cb5a7d82dcafe002f7d8c31deede22d68e5ab60883,1,1.2823597036413203,0.2698170825732799,0.0,ok
OR021@3_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,12k_DE,OR,12000,1796.0,96000,1.0,0.0,0.00014085857158854836,0.3156628886541602,0.31566292008189045,2.653353858298801,1.0416666666666666e-05,3c32f8d84b8f081a7e86f4a39d8a886e05498ca172e4edecb41c82070b5fc814,1,-0.10780060013353185,-0.35311830384508236,0.0,ok
OR021@3_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,12k_DE,OR,12000,1771.0,96000,1.0,0.0,-3.9321867538611483e-05,0.284035970134771,0.2840359728566257,2.1860542223452857,1.0416666666666666e-05,3faa3153a67f6378505a5997ba46c16960cc2bd823cac702c414d55d49ab6a19,1,-0.21645206520790972,-0.7188709623203342,0.0,ok
OR021@3_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,12k_DE,OR,12000,1747.0,96000,1.0,0.0,3.183295486845734e-05,0.2794513166690849,0.2794513184821682,2.113762660521402,1.0416666666666666e-05,fadaf7b1fca28d83c5d8a9da35c177db69937740aeda50c66f8ba768ad20eb21,1,-0.2324239375518564,-0.7802064951259652,0.0,ok
OR021@3_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,12k_DE,OR,12000,1719.0,96000,1.0,0.0,2.9346529652757007e-05,0.27943078222626994,0.27943078376729347,2.2936514898080955,1.0416666666666666e-05,2eb787c3af27ab4eec189d000d95972bb2237e95382525e17d19fa7f8c240526,1,-0.2324956044050599,-0.6301105566328562,0.0,ok
B007_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_0.mat,source,12k_FE,B,12000,1798.0,96000,1.0,0.0,-0.00011950610134160234,0.14161176443037776,0.1416118148559401,2.185836216046927,1.0416666666666666e-05,782e39ffbb74acf2b506f2ddae936c5ae5538009295bfdd18bb72fe23d4e7ecf,1,-0.5134586921742316,-0.7903084753677403,0.0,ok
B007_1,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_1.mat,source,12k_FE,B,12000,1777.0,96000,1.0,0.0,-0.001551117141587144,0.11410752465905666,0.11411806670376147,1.9921297881425037,1.0416666666666666e-05,43fc50f47b6e03063e66d4edca9e5d7616136fe01c215fb7943464f12241b35e,1,-1.0583134596693504,-1.1512742951891142,0.0,ok
B007_2,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_2.mat,source,12k_FE,B,12000,1755.0,96000,1.0,0.0,3.1459636090439264e-05,0.12527929392371456,0.1252792978737236,1.2795221581750515,1.0416666666666666e-05,cee1c71ae497fb2d7b108b402d3fdea2231f8066dcf28cb8f7c209ec77d0c664,1,-0.835522826778959,-2.7165663439140446,0.0,ok
B007_3,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_3.mat,source,12k_FE,B,12000,1732.0,96000,1.0,0.0,3.3781676941834647e-05,0.11477348236776215,0.11477348733930108,2.670773918063318,1.0416666666666666e-05,ccc6d096096fe116f5fb076c400f1070bc6820113c20ca95b131e3f07777b09a,1,-1.045168974662531,0.02501018184666058,0.0,ok
B014_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_0.mat,source,12k_FE,B,12000,1796.0,96000,1.0,0.0,3.966676597193032e-05,0.22881528892415529,0.228815292362414,3.0873146125224484,1.0416666666666666e-05,d9622a41eb65e250d56f0ddb66487fae2d98fc25a32504f3c7b92db7d29e5938,1,1.131729652988782,0.6435187640693841,0.0,ok
B014_1,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_1.mat,source,12k_FE,B,12000,1775.0,96000,1.0,0.0,-2.529120810868446e-05,0.18100717374769798,0.18100717551460366,3.2661303735781475,1.0416666666666666e-05,97609f3675e6978132c14add1f884ed720b71bf26bfe10e78076e9147c84fd18,1,0.24480655565861922,0.8899136615848792,0.0,ok
B014_2,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_2.mat,source,12k_FE,B,12000,1755.0,96000,1.0,0.0,-1.9010817358426692e-05,0.29589033052850877,0.29589033113922686,2.6624082910121643,1.0416666666666666e-05,5cce92ec42142b8d568f8e25bd9bbc4cb66c5edb612c3925cb29ed8831558e82,1,2.3195883625297458,0.011881189515066138,0.0,ok
B014_3,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_3.mat,source,12k_FE,B,12000,1732.0,96000,1.0,0.0,9.08360019654052e-06,0.21399727338846902,0.213997273581256,2.6473156551234647,1.0416666666666666e-05,922c50b877d2b6ee8168fd887962ca15fe4c97a848661241a8fbc89f765f3cf6,1,0.8605745930953145,-0.011881189515067416,0.0,ok
B021_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0021/B021_0.mat,source,12k_FE,B,12000,1796.0,96000,1.0,0.0,-5.469631036424551e-06,0.15111922252108786,0.15111922262007219,2.4654059620653923,1.0416666666666666e-05,30446f66145b747dbbc487eb89ed61f80f064143190982eee597708aa4514194,1,-0.3280953332619916,-0.3062826291856417,0.0,ok
