file_id,file_path,domain,branch,label,sampling_rate,signal_variable,all_variables,rpm,signal_length,status
IR007_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_2.mat,source,12k_DE,IR,12000,X107_DE_time,X107_DE_time;X107_FE_time;X107_BA_time;X107RPM,1748.0,96000,ok
IR007_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_3.mat,source,12k_DE,IR,12000,X108_DE_time,X108_DE_time;X108_FE_time;X108_BA_time;X108RPM,1721.0,96000,ok
IR014_0,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_0.mat,source,12k_DE,IR,12000,X169_DE_time,X169_DE_time;X169_FE_time;X169_BA_time;X169RPM,1796.0,96000,ok
IR014_1,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_1.mat,source,12k_DE,IR,12000,X170_DE_time,X170_DE_time;X170_FE_time;X170_BA_time;X170RPM,1774.0,96000,ok
IR014_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_2.mat,source,12k_DE,IR,12000,X171_DE_time,X171_DE_time;X171_FE_time;X171_BA_time;X171RPM,1752.0,96000,ok
IR014_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_3.mat,source,12k_DE,IR,12000,X172_DE_time,X172_DE_time;X172_FE_time;X172_BA_time;X172RPM,1728.0,96000,ok
IR021_0,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_0.mat,source,12k_DE,IR,12000,X209_DE_time,X209_DE_time;X209_FE_time;X209_BA_time;X209RPM,1797.0,96000,ok
IR021_1,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_1.mat,source,12k_DE,IR,12000,X210_DE_time,X210_DE_time;X210_FE_time;X210_BA_time;X210RPM,1774.0,96000,ok
IR021_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_2.mat,source,12k_DE,IR,12000,X211_DE_time,X211_DE_time;X211_FE_time;X211_BA_time;X211RPM,1752.0,96000,ok
IR021_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_3.mat,source,12k_DE,IR,12000,X212_DE_time,X212_DE_time;X212_FE_time;X212_BA_time;X212RPM,1728.0,96000,ok
IR028_0_(1797rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,12k_DE,IR,12000,X056_DE_time,X056_DE_time,1797.0,96000,ok
IR028_1_(1772rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,12k_DE,IR,12000,X057_DE_time,X057_DE_time,1772.0,96000,ok
IR028_2_(1750rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,12k_DE,IR,12000,X058_DE_time,X058_DE_time,1750.0,96000,ok
IR028_3_(1730rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,12k_DE,IR,12000,X059_DE_time,X059_DE_time,1730.0,96000,ok
OR007@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,12k_DE,OR,12000,X130_DE_time,X130_DE_time;X130_FE_time;X130_BA_time;X130RPM,1796.0,96000,ok
OR007@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,12k_DE,OR,12000,X131_DE_time,X131_DE_time;X131_FE_time;X131_BA_time;X131RPM,1773.0,96000,ok
OR007@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,12k_DE,OR,12000,X132_DE_time,X132_DE_time;X132_FE_time;X132_BA_time;X132RPM,1750.0,96000,ok
OR007@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,12k_DE,OR,12000,X133_DE_time,X133_DE_time;X133_FE_time;X133_BA_time;X133RPM,1725.0,96000,ok
OR014@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,12k_DE,OR,12000,X197_DE_time,X197_DE_time;X197_FE_time;X197_BA_time;X197RPM,1796.0,96000,ok
OR014@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,12k_DE,OR,12000,X198_DE_time,X198_DE_time;X198_FE_time;X198_BA_time;X198RPM,1772.0,96000,ok
OR014@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,12k_DE,OR,12000,X199_DE_time,X199_DE_time;X199_FE_time;X199_BA_time;X199RPM,1749.0,96000,ok
OR014@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,12k_DE,OR,12000,X200_DE_time,X200_DE_time;X200_FE_time;X200_BA_time;X200RPM,1723.0,96000,ok
OR021@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,12k_DE,OR,12000,X234_DE_time,X234_DE_time;X234_FE_time;X234_BA_time;X234RPM,1796.0,96000,ok
OR021@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,12k_DE,OR,12000,X235_DE_time,X235_DE_time;X235_FE_time;X235_BA_time;X235RPM,1771.0,96000,ok
OR021@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,12k_DE,OR,12000,X236_DE_time,X236_DE_time;X236_FE_time;X236_BA_time;X236RPM,1748.0,96000,ok
OR021@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,12k_DE,OR,12000,X237_DE_time,X237_DE_time;X237_FE_time;X237_BA_time;X237RPM,1721.0,96000,ok
OR007@12_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,12k_DE,OR,12000,X156_DE_time,X156_DE_time;X156_FE_time;X156_BA_time;X156RPM,1797.0,96000,ok
OR007@12_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,12k_DE,OR,12000,X158_DE_time,X158_DE_time;X158_FE_time;X158_BA_time;X158RPM,1773.0,96000,ok
OR007@12_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,12k_DE,OR,12000,X159_DE_time,X159_DE_time;X159_FE_time;X159_BA_time;X159RPM,1750.0,96000,ok
OR007@12_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,12k_DE,OR,12000,X160_DE_time,X160_DE_time;X160_FE_time;X160_BA_time;X160RPM,1724.0,96000,ok
OR021@12_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,12k_DE,OR,12000,X258_DE_time,X258_DE_time;X258_FE_time;X258_BA_time;X258RPM,1796.0,96000,ok
OR021@12_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,12k_DE,OR,12000,X259_DE_time,X259_DE_time;X259_FE_time;X259_BA_time;X259RPM,1771.0,96000,ok
OR021@12_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,12k_DE,OR,12000,X260_DE_time,X260_DE_time;X260_FE_time;X260_BA_time;X260RPM,1746.0,96000,ok
OR021@12_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,12k_DE,OR,12000,X261_DE_time,X261_DE_time;X261_FE_time;X261_BA_time;X261RPM,1718.0,96000,ok
OR007@3_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,12k_DE,OR,12000,X144_DE_time,X144_DE_time;X144_FE_time;X144_BA_time;X144RPM,1797.0,96000,ok
OR007@3_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,12k_DE,OR,12000,X145_DE_time,X145_DE_time;X145_FE_time;X145_BA_time;X145RPM,1774.0,96000,ok
OR007@3_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,12k_DE,OR,12000,X146_DE_time,X146_DE_time;X146_FE_time;X146_BA_time;X146RPM,1751.0,96000,ok
OR007@3_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,12k_DE,OR,12000,X147_DE_time,X147_DE_time;X147_FE_time;X147_BA_time;X147RPM,1725.0,96000,ok
OR021@3_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,12k_DE,OR,12000,X246_DE_time,X246_DE_time;X246_FE_time;X246_BA_time;X246RPM,1796.0,96000,ok
OR021@3_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,12k_DE,OR,12000,X247_DE_time,X247_DE_time;X247_FE_time;X247_BA_time;X247RPM,1771.0,96000,ok
OR021@3_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,12k_DE,OR,12000,X248_DE_time,X248_DE_time;X248_FE_time;X248_BA_time;X248RPM,1747.0,96000,ok
OR021@3_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,12k_DE,OR,12000,X249_DE_time,X249_DE_time;X249_FE_time;X249_BA_time;X249RPM,1719.0,96000,ok
B007_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_0.mat,source,12k_FE,B,12000,X282_FE_time,X282_DE_time;X282_FE_time;X282_BA_time;X282RPM,1798.0,96000,ok
B007_1,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_1.mat,source,12k_FE,B,12000,X283_FE_time,X283_DE_time;X283_FE_time;X283_BA_time;X283RPM,1777.0,96000,ok
B007_2,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_2.mat,source,12k_FE,B,12000,X284_FE_time,X284_DE_time;X284_FE_time;X284_BA_time;X284RPM,1755.0,96000,ok
B007_3,数据集/数据集/源域数据集/12kHz_FE_data/B/0007/B007_3.mat,source,12k_FE,B,12000,X285_FE_time,X285_DE_time;X285_FE_time;X285_BA_time;X285RPM,1732.0,96000,ok
B014_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_0.mat,source,12k_FE,B,12000,X286_FE_time,X286_DE_time;X286_FE_time;X286_BA_time;X286RPM,1796.0,96000,ok
B014_1,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_1.mat,source,12k_FE,B,12000,X287_FE_time,X287_DE_time;X287_FE_time;X287_BA_time;X287RPM,1775.0,96000,ok
B014_2,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_2.mat,source,12k_FE,B,12000,X288_FE_time,X288_DE_time;X288_FE_time;X288_BA_time;X288RPM,1755.0,96000,ok
B014_3,数据集/数据集/源域数据集/12kHz_FE_data/B/0014/B014_3.mat,source,12k_FE,B,12000,X289_FE_time,X289_DE_time;X289_FE_time;X289_BA_time;X289RPM,1732.0,96000,ok
B021_0,数据集/数据集/源域数据集/12kHz_FE_data/B/0021/B021_0.mat,source,12k_FE,B,12000,X290_FE_time,X290_DE_time;X290_FE_time;X290_BA_time;X290RPM,1796.0,96000,ok
B021_1,数据集/数据集/源域数据集/12kHz_FE_data/B/0021/B021_1.mat,source,12k_FE,B,12000,X291_FE_time,X291_DE_time;X291_FE_time;X291_BA_time;X291RPM,1775.0,96000,ok
B021_2,数据集/数据集/源域数据集/12kHz_FE_data/B/0021/B021_2.mat,source,12k_FE,B,12000,X292_FE_time,X292_DE_time;X292_FE_time;X292_BA_time;X292RPM,1756.0,96000,ok
B021_3,数据集/数据集/源域数据集/12kHz_FE_data/B/0021/B021_3.mat,source,12k_FE,B,12000,X293_FE_time,X293_DE_time;X293_FE_time;X293_BA_time;X293RPM,1734.0,96000,ok
IR007_0,数据集/数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_0.mat,source,12k_FE,IR,12000,X278_FE_time,X278_DE_time;X278_FE_time;X278_BA_time;X278RPM,1796.0,96000,ok
IR007_1,数据集/数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_1.mat,source,12k_FE,IR,12000,X279_FE_time,X279_DE_time;X279_FE_time;X279_BA_time;X279RPM,1772.0,96000,ok
IR007_2,数据集/数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_2.mat,source,12k_FE,IR,12000,X280_FE_time,X280_DE_time;X280_FE_time;X280_BA_time;X280RPM,1755.0,96000,ok
IR007_3,数据集/数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_3.mat,source,12k_FE,IR,12000,X281_FE_time,X281_DE_time;X281_FE_time;X281_BA_time;X281RPM,1732.0,96000,ok
IR014_0,数据集/数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_0.mat,source,12k_FE,IR,12000,X274_FE_time,X274_DE_time;X274_FE_time;X274_BA_time;X274RPM,1796.0,96000,ok
IR014_1,数据集/数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_1.mat,source,12k_FE,IR,12000,X275_FE_time,X275_DE_time;X275_FE_time;X275_BA_time;X275RPM,1775.0,96000,ok
IR014_2,数据集/数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_2.mat,source,12k_FE,IR,12000,X276_FE_time,X276_DE_time;X276_FE_time;X276_BA_time;X276RPM,1755.0,96000,ok
IR014_3,数据集/数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_3.mat,source,12k_FE,IR,12000,X277_FE_time,X277_DE_time;X277_FE_time;X277_BA_time;X277RPM,1733.0,96000,ok
IR021_0,数据集/数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_0.mat,source,12k_FE,IR,12000,X270_FE_time,X270_DE_time;X270_FE_time;X270_BA_time;X270RPM,1796.0,96000,ok
IR021_1,数据集/数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_1.mat,source,12k_FE,IR,12000,X271_FE_time,X271_DE_time;X271_FE_time;X271_BA_time;X271RPM,1776.0,96000,ok
IR021_2,数据集/数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_2.mat,source,12k_FE,IR,12000,X272_FE_time,X272_DE_time;X272_FE_time;X272_BA_time;X272RPM,1758.0,96000,ok
IR021_3,数据集/数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_3.mat,source,12k_FE,IR,12000,X273_FE_time,X273_DE_time;X273_FE_time;X273_BA_time;X273RPM,1737.0,96000,ok
OR007@6_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_0.mat,source,12k_FE,OR,12000,X294_FE_time,X294_DE_time;X294_FE_time;X294_BA_time;X294RPM,1797.0,96000,ok
OR007@6_1,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_1.mat,source,12k_FE,OR,12000,X295_FE_time,X295_DE_time;X295_FE_time;X295_BA_time;X295RPM,1776.0,96000,ok
OR007@6_2,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_2.mat,source,12k_FE,OR,12000,X296_FE_time,X296_DE_time;X296_FE_time;X296_BA_time;X296RPM,1756.0,96000,ok
OR007@6_3,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_3.mat,source,12k_FE,OR,12000,X297_FE_time,X297_DE_time;X297_FE_time;X297_BA_time;X297RPM,1733.0,96000,ok
OR014@6_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0014/OR014@6_0.mat,source,12k_FE,OR,12000,X313_FE_time,X313_DE_time;X313_FE_time;X313_BA_time;X313RPM,1797.0,96000,ok
OR021@6_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Centered/0021/OR021@6_0.mat,source,12k_FE,OR,12000,X315_FE_time,X315_DE_time;X315_FE_time;X315_BA_time;X315RPM,1797.0,96000,ok
OR007@12_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_0.mat,source,12k_FE,OR,12000,X302_FE_time,X302_DE_time;X302_FE_time;X302_BA_time;X302RPM,1797.0,96000,ok
OR007@12_1,数据集/数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_1.mat,source,12k_FE,OR,12000,X305_FE_time,X305_DE_time;X305_FE_time;X305_BA_time;X305RPM,1775.0,96000,ok
OR007@12_2,数据集/数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_2.mat,source,12k_FE,OR,12000,X306_FE_time,X306_DE_time;X306_FE_time;X306_BA_time;X306RPM,1755.0,96000,ok
OR007@12_3,数据集/数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_3.mat,source,12k_FE,OR,12000,X307_FE_time,X307_DE_time;X307_FE_time;X307_BA_time;X307RPM,1733.0,96000,ok
OR007@3_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,12k_FE,OR,12000,X298_FE_time,X298_DE_time;X298_FE_time;X298_BA_time;X298RPM,1797.0,96000,ok
OR007@3_1,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,12k_FE,OR,12000,X299_FE_time,X299_DE_time;X299_FE_time;X299_BA_time;X299RPM,1776.0,96000,ok
OR007@3_2,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,12k_FE,OR,12000,X300_FE_time,X300_DE_time;X300_FE_time;X300_BA_time;X300RPM,1755.0,96000,ok
OR007@3_3,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,12k_FE,OR,12000,X301_FE_time,X301_DE_time;X301_FE_time;X301_BA_time;X301RPM,1733.0,96000,ok
OR014@3_0,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0.mat,source,12k_FE,OR,12000,X310_FE_time,X310_DE_time;X310_FE_time;X310_BA_time;X310RPM,1796.0,96000,ok
OR014@3_1,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1.mat,source,12k_FE,OR,12000,X309_FE_time,X309_DE_time;X309_FE_time;X309_BA_time;X309RPM,1774.0,121168,ok
OR014@3_2,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2.mat,source,12k_FE,OR,12000,X311_FE_time,X311_DE_time;X311_FE_time;X311_BA_time;X311RPM,1752.0,96000,ok
OR014@3_3,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3.mat,source,12k_FE,OR,12000,X312_FE_time,X312_DE_time;X312_FE_time;X312_BA_time;X312RPM,1728.0,96000,ok
OR021@3_1,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,12k_FE,OR,12000,X316_FE_time,X316_DE_time;X316_FE_time;X316_BA_time;X316RPM,1773.0,96000,ok
OR021@3_2,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,12k_FE,OR,12000,X317_FE_time,X317_DE_time;X317_FE_time;X317_BA_time;X317RPM,1751.0,96000,ok
OR021@3_3,数据集/数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,12k_FE,OR,12000,X318_FE_time,X318_DE_time;X318_FE_time;X318_BA_time;X318RPM,1728.0,96000,ok
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,source,48k_DE,B,48000,X122_DE_time,X122_DE_time;X122_FE_time;X122RPM,1796.0,192000,ok
B007_1,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_1.mat,source,48k_DE,B,48000,X123_DE_time,X123_DE_time;X123_FE_time;X123RPM,1772.0,192000,ok
B007_2,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_2.mat,source,48k_DE,B,48000,X124_DE_time,X124_DE_time;X124_FE_time;X124RPM,1747.0,192000,ok
B007_3,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_3.mat,source,48k_DE,B,48000,X125_DE_time,X125_DE_time;X125_FE_time;X125RPM,1721.0,192000,ok
B014_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0014/B014_0.mat,source,48k_DE,B,48000,X189_DE_time,X189_DE_time;X189_FE_time;X189RPM,1797.0,192000,ok
B014_1,数据集/数据集/源域数据集/48kHz_DE_data/B/0014/B014_1.mat,source,48k_DE,B,48000,X190_DE_time,X190_DE_time;X190_FE_time;X190RPM,1772.0,192000,ok
B014_2,数据集/数据集/源域数据集/48kHz_DE_data/B/0014/B014_2.mat,source,48k_DE,B,48000,X191_DE_time,X191_DE_time;X191_FE_time;X191RPM,1748.0,192000,ok
B014_3,数据集/数据集/源域数据集/48kHz_DE_data/B/0014/B014_3.mat,source,48k_DE,B,48000,X192_DE_time,X192_DE_time;X192_FE_time;X192RPM,1725.0,192000,ok
B021_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0021/B021_0.mat,source,48k_DE,B,48000,X226_DE_time,X226_DE_time;X226_FE_time;X226RPM,1797.0,192000,ok
B021_1,数据集/数据集/源域数据集/48kHz_DE_data/B/0021/B021_1.mat,source,48k_DE,B,48000,X227_DE_time,X227_DE_time;X227_FE_time;X227RPM,1774.0,192000,ok
B021_2,数据集/数据集/源域数据集/48kHz_DE_data/B/0021/B021_2.mat,source,48k_DE,B,48000,X228_DE_time,X228_DE_time;X228_FE_time;X228RPM,1754.0,192000,ok
B021_3,数据集/数据集/源域数据集/48kHz_DE_data/B/0021/B021_3.mat,source,48k_DE,B,48000,X229_DE_time,X229_DE_time;X229_FE_time;X229RPM,1729.0,192000,ok
IR007_0,数据集/数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_0.mat,source,48k_DE,IR,48000,X109_DE_time,X109_DE_time;X109_FE_time;X109RPM,1796.0,192000,ok
IR007_1,数据集/数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_1.mat,source,48k_DE,IR,48000,X110_DE_time,X110_DE_time;X110_FE_time;X110RPM,1772.0,192000,ok
IR007_2,数据集/数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_2.mat,source,48k_DE,IR,48000,X111_DE_time,X111_DE_time;X111_FE_time;X111RPM,1748.0,192000,ok
IR007_3,数据集/数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_3.mat,source,48k_DE,IR,48000,X112_DE_time,X112_DE_time;X112_FE_time;X112RPM,1721.0,192000,ok
IR014_0,数据集/数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_0.mat,source,48k_DE,IR,48000,X173_DE_time,X173_DE_time;X173_FE_time;X173RPM,1796.0,63788,ok
IR014_1,数据集/数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_1.mat,source,48k_DE,IR,48000,X175_DE_time,X175_DE_time;X175_FE_time;X175RPM,1772.0,192000,ok
IR014_2,数据集/数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_2.mat,source,48k_DE,IR,48000,X176_DE_time,X176_DE_time;X176_FE_time;X176RPM,1751.0,192000,ok
IR014_3,数据集/数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_3.mat,source,48k_DE,IR,48000,X177_DE_time,X177_DE_time;X177_FE_time;X177RPM,1726.0,192000,ok
IR021_0,数据集/数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_0.mat,source,48k_DE,IR,48000,X213_DE_time,X213_DE_time;X213_FE_time;X213RPM,1796.0,192000,ok
IR021_1,数据集/数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_1.mat,source,48k_DE,IR,48000,X214_DE_time,X214_DE_time;X214_FE_time;X214RPM,1774.0,192000,ok
IR021_2,数据集/数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_2.mat,source,48k_DE,IR,48000,X215_DE_time,X215_DE_time;X215_FE_time;X215RPM,1752.0,192000,ok
